x,y,z
0.0,-0.5,0.1
0.0,0.4,0.1
0.0,1.3,0.1
1.4,-0.5,0.1
1.4,0.4,0.1
1.4,1.3,0.1
2.8,-0.5,0.1
2.8,0.4,0.1
2.8,1.3,0.1
0.0,-0.5,1.05
0.0,0.4,1.05
0.0,1.3,1.05
1.4,-0.5,1.05
1.4,0.4,1.05
1.4,1.3,1.05
2.8,-0.5,1.05
2.8,0.4,1.05
2.8,1.3,1.05
0.0,-0.5,2.0
0.0,0.4,2.0
0.0,1.3,2.0
1.4,-0.5,2.0
1.4,0.4,2.0
1.4,1.3,2.0
2.8,-0.5,2.0
2.8,0.4,2.0
2.8,1.3,2.0
