callID,rec,trj,T,RH,c,FS,gain,rawX,rawY,rawZ,distB2Mic,dta,dte,calltype,shape,Az,Elev,RM0,RM1,RM2,RM3,realX,realY,realZ,toad_dist,error_dist,error_dist_percent,Azname,Elname,LoudspeakerPosition,orientation
1,26,1,23,23,345.7,500000,30,-0.23,3.07,-5.76,6.53,1.4806,1.4617,FM-3ms,FM,0,60,6.194,5.933,5.969,6.731,-0.206,2.872,-5.484,6.5311,0.3371,5.442363578,Azimuth 0°,Elevation 60°,6,Azimuth 0°-Elevation 60°
1,18,1,23.6,22.5,346.1,500000,30,-2.51,3.62,-0.04,4.41,1.4771,1.4644,FM-3ms,FM,30,0,4.513,4.247,4.836,4.559,-2.572,3.708,-0.048,4.4052,-0.1078,-2.388654997,Azimuth 30°,Elevation 0°,4.5,Azimuth 30°-Elevation 0°
1,6,1,23,23.5,345.7,500000,30,0.03,2.87,-0.06,2.87,1.4561,1.4478,FM-3ms,FM,0,0,2.997,3.049,3.052,3.069,-0.009,2.996,-0.064,2.8708,-0.1262,-4.210877544,Azimuth 0°,Elevation 0°,3,Azimuth 0°-Elevation 0°
1,13,1,24.1,21.8,346.4,500000,30,-2.53,1.14,-0.7,2.86,1.4845,1.4762,FM-3ms,FM,60,30,3,2.482,3.419,3.207,-2.658,1.157,-0.771,2.8619,-0.1381,-4.603333333,Azimuth 60°,Elevation 30°,3,Azimuth 60°-Elevation 30°
1,27,1,23,23,345.7,500000,30,-3.23,4.98,-0.02,5.94,1.4726,1.4554,FM-3ms,FM,30,0,5.999,5.746,6.341,6.043,-3.458,4.9,-0.142,5.9358,-0.0632,-1.053508918,Azimuth 30°,Elevation 0°,6,Azimuth 30°-Elevation 0°
1,37,1,22.7,22.7,345.5,500000,30,-4.61,6.24,-3.86,8.66,1.4757,1.4506,FM-3ms,FM,30,30,8.586,8.187,8.745,8.873,-4.542,6.17,-3.876,8.6654,0.0794,0.924761239,Azimuth 30°,Elevation 30°,8.5,Azimuth 30°-Elevation 30°
1,7,1,23.1,23.3,345.8,500000,30,-0.03,2.56,-1.54,2.99,1.4943,1.4857,FM-3ms,FM,0,30,3.088,2.98,2.999,3.43,-0.055,2.666,-1.558,2.9877,-0.1003,-3.248056995,Azimuth 0°,Elevation 30°,3,Azimuth 0°-Elevation 30°
1,25,1,23,23,345.7,500000,30,-0.17,5.22,-3.23,6.14,1.5023,1.4846,FM-3ms,FM,0,30,6.089,5.949,5.973,6.432,-0.138,5.129,-3.279,6.1409,0.0519,0.852356709,Azimuth 0°,Elevation 30°,6,Azimuth 0°-Elevation 30°
1,30,1,23,23.4,345.7,500000,30,-5.14,2.3,0.05,5.63,1.4926,1.4763,FM-3ms,FM,60,0,6.042,5.586,6.53,6.074,-5.499,2.504,-0.023,5.6313,-0.4107,-6.797418073,Azimuth 60°,Elevation 0°,6,Azimuth 60°-Elevation 0°
1,38,1,22.7,22.7,345.5,500000,30,-4.92,3.73,-6.86,9.23,1.5016,1.4749,FM-3ms,FM,30,60,8.671,8.18,8.743,9.122,-4.581,3.662,-6.387,9.2292,0.5582,6.437550456,Azimuth 30°,Elevation 60°,8.5,Azimuth 30°-Elevation 60°
1,17,1,24.7,21.1,346.7,500000,30,-0.25,2.35,-4.38,4.98,1.4937,1.4793,FM-3ms,FM,0,60,4.701,4.437,4.497,5.232,-0.258,2.294,-4.095,4.9769,0.2759,5.86896405,Azimuth 0°,Elevation 60°,4.5,Azimuth 0°-Elevation 60°
1,29,1,23,23,345.7,500000,30,-3.47,2.41,-4.71,6.33,1.4723,1.454,FM-3ms,FM,30,60,6.168,5.67,6.255,6.629,-3.354,2.342,-4.616,6.3272,0.1592,2.581063554,Azimuth 30°,Elevation 60°,6,Azimuth 30°-Elevation 60°
1,34,1,23,22.9,345.7,500000,30,-0.26,7.78,-4.78,9.14,1.4978,1.4713,FM-3ms,FM,0,30,8.593,8.443,8.47,8.919,-0.22,7.343,-4.457,9.1348,0.5418,6.305132084,Azimuth 0°,Elevation 30°,8.5,Azimuth 0°-Elevation 30°
1,9,1,23.1,23.3,345.8,500000,30,-1.51,2.39,-0.03,2.83,1.496,1.4879,FM-3ms,FM,30,0,3.003,2.78,3.323,3.061,-1.593,2.545,0.007,2.8272,-0.1758,-5.854145854,Azimuth 30°,Elevation 0°,3,Azimuth 30°-Elevation 0°
1,15,1,24.7,21.1,346.7,500000,30,-0.13,4.36,-0.1,4.36,1.4999,1.4873,FM-3ms,FM,0,0,4.507,4.522,4.555,4.56,-0.144,4.504,-0.1,4.3631,-0.1439,-3.192811183,Azimuth 0°,Elevation 0°,4.5,Azimuth 0°-Elevation 0°
1,24,1,22.8,23.2,345.6,500000,30,-0.07,5.99,-0.17,5.99,1.4747,1.4574,FM-3ms,FM,0,0,5.999,6.026,6.018,6.048,0.046,5.996,-0.192,5.9928,-0.0062,-0.103350558,Azimuth 0°,Elevation 0°,6,Azimuth 0°-Elevation 0°
1,33,1,23,23.4,345.7,500000,30,-0.13,8.29,-0.25,8.3,1.4868,1.4628,FM-3ms,FM,0,0,8.503,8.514,8.525,8.564,-0.09,8.484,-0.568,8.2948,-0.2082,-2.448547571,Azimuth 0°,Elevation 0°,8.5,Azimuth 0°-Elevation 0°
1,23,1,22.8,23.2,345.6,500000,30,-4.18,0.84,-1.72,4.6,1.444,1.4307,FM-3ms,FM,60,60,4.628,4.044,5.011,4.88,-4.21,0.904,-1.697,4.5974,-0.0306,-0.66119274,Azimuth 60°,Elevation 60°,4.5,Azimuth 60°-Elevation 60°
1,59,1,22.4,21.7,345.4,500000,30,-8.54,4.04,0.03,9.45,1.5102,1.4829,FM-3ms,FM,60,0,10.065,9.593,10.542,10.089,-9.187,4.111,-0.103,9.4474,-0.6176,-6.136115251,Azimuth 60°,Elevation 0°,10,Azimuth 60°-Elevation 0°
1,10,1,23.1,23.3,345.8,500000,30,-1.59,2.17,-1.35,3.01,1.4896,1.4809,FM-3ms,FM,30,30,3.08,2.713,3.274,3.396,-1.615,2.214,-1.405,3.0099,-0.0701,-2.275974026,Azimuth 30°,Elevation 30°,3,Azimuth 30°-Elevation 30°
1,11,1,22.4,23.9,345.4,500000,30,-1.62,1.26,-2.35,3.12,1.4706,1.4615,FM-3ms,FM,30,60,3.168,2.695,3.271,3.643,-1.652,1.251,-2.396,3.12,-0.048,-1.515151515,Azimuth 30°,Elevation 60°,3,Azimuth 30°-Elevation 60°
1,21,1,23.6,22.5,346.1,500000,30,-3.97,1.71,0.12,4.32,1.4923,1.4798,FM-3ms,FM,60,0,4.542,4.096,5.037,4.56,-4.132,1.879,0.163,4.3243,-0.2177,-4.793042712,Azimuth 60°,Elevation 0°,4.5,Azimuth 60°-Elevation 0°
1,56,1,22.4,21.7,345.4,500000,30,-5.57,7.55,-4.51,10.41,1.5044,1.4743,FM-3ms,FM,30,30,10.099,9.703,10.26,10.377,-5.346,7.326,-4.444,10.41,0.311,3.079512823,Azimuth 30°,Elevation 30°,10,Azimuth 30°-Elevation 30°
1,42,1,22.5,22.7,345.4,500000,30,-7.81,1.86,-3.21,8.65,1.4821,1.4571,FM-3ms,FM,60,60,8.631,8.052,9.001,8.876,-7.78,1.799,-3.274,8.6464,0.0154,0.178426602,Azimuth 60°,Elevation 60°,8.5,Azimuth 60°-Elevation 60°
1,52,1,22.5,21.9,345.4,500000,30,0.11,9.89,-0.19,9.89,1.5113,1.4826,FM-3ms,FM,0,0,10.021,10.039,10.021,10.049,0.174,10.018,-0.168,9.8924,-0.1286,-1.283305059,Azimuth 0°,Elevation 0°,10,Azimuth 0°-Elevation 0°
1,19,1,23.6,22.5,346.1,500000,30,-2.65,3.17,-2.03,4.6,1.453,1.4397,FM-3ms,FM,30,30,4.59,4.185,4.793,4.886,-2.624,3.167,-2.037,4.6035,0.0135,0.294117647,Azimuth 30°,Elevation 30°,4.5,Azimuth 30°-Elevation 30°
1,41,1,22.5,22.7,345.4,500000,30,-7.79,1.81,-3.21,8.62,1.505,1.48,FM-3ms,FM,60,60,8.631,8.052,9.001,8.876,-7.78,1.799,-3.274,8.6177,-0.0133,-0.154095702,Azimuth 60°,Elevation 60°,8.5,Azimuth 60°-Elevation 60°
1,28,1,23,23,345.7,500000,30,-3.37,4.32,-2.78,6.14,1.4993,1.4815,FM-3ms,FM,30,30,6.084,5.682,6.26,6.382,-3.318,4.265,-2.796,6.1439,0.0599,0.984549638,Azimuth 30°,Elevation 30°,6,Azimuth 30°-Elevation 30°
1,16,1,24.7,21.1,346.7,500000,30,-0.2,3.95,-2.37,4.61,1.4805,1.4672,FM-3ms,FM,0,30,4.596,4.458,4.501,4.932,-0.185,3.935,-2.368,4.6108,0.0148,0.322019147,Azimuth 0°,Elevation 30°,4.5,Azimuth 0°-Elevation 30°
1,54,1,22.5,21.9,345.4,500000,30,-0.06,4.89,-9.51,10.69,1.5012,1.4703,FM-3ms,FM,0,60,10.217,9.963,9.966,10.752,-0.029,4.744,-9.049,10.6937,0.4767,4.665753157,Azimuth 0°,Elevation 60°,10,Azimuth 0°-Elevation 60°
1,39,1,22.7,22.7,345.5,500000,30,-7.75,3.66,0.09,8.57,1.5053,1.4805,FM-3ms,FM,60,0,8.547,8.091,9.026,8.569,-7.694,3.721,-0.014,8.5712,0.0242,0.283140283,Azimuth 60°,Elevation 0°,8.5,Azimuth 60°-Elevation 0°
1,32,1,23,23.4,345.7,500000,30,-5.69,1.11,-2.31,6.24,1.5112,1.4931,FM-3ms,FM,60,60,6.128,5.545,6.508,6.371,-5.58,1.198,-2.231,6.2405,0.1125,1.835835509,Azimuth 60°,Elevation 60°,6,Azimuth 60°-Elevation 60°
1,61,1,22.4,21.7,345.4,500000,30,-9.43,2.06,-3.97,10.44,1.4937,1.4635,FM-3ms,FM,60,60,10.151,9.569,10.519,10.397,-9.175,1.887,-3.912,10.4369,0.2859,2.816471284,Azimuth 60°,Elevation 60°,10,Azimuth 60°-Elevation 60°
1,35,1,23,22.9,345.7,500000,30,-0.37,4.26,-8.54,9.55,1.494,1.4664,FM-3ms,FM,0,60,8.702,8.43,8.471,9.243,-0.333,3.863,-7.79,9.5507,0.8487,9.752930361,Azimuth 0°,Elevation 60°,8.5,Azimuth 0°-Elevation 60°
1,57,1,22.4,21.7,345.4,500000,30,-5.89,4.31,-8.18,10.96,1.5021,1.4704,FM-3ms,FM,30,60,10.185,9.692,10.259,10.645,-5.439,3.886,-7.685,10.9627,0.7777,7.635738832,Azimuth 30°,Elevation 60°,10,Azimuth 30°-Elevation 60°
1,55,1,22.5,21.9,345.4,500000,30,-5.07,8.17,-0.09,9.62,1.5006,1.4727,FM-3ms,FM,30,0,10.022,9.759,10.307,10.05,-5.287,8.513,-0.168,9.6157,-0.4063,-4.054081022,Azimuth 30°,Elevation 0°,10,Azimuth 30°-Elevation 0°
1,12,1,22.4,23.9,345.4,500000,30,-2.54,1.27,0.04,2.84,1.4521,1.4439,FM-3ms,FM,60,0,3.04,2.614,3.532,3.094,-2.713,1.372,0.024,2.8401,-0.1999,-6.575657895,Azimuth 60°,Elevation 0°,3,Azimuth 60°-Elevation 0°
1,31,1,23,23.4,345.7,500000,30,-5.44,2.09,-1.25,5.96,1.4812,1.464,FM-3ms,FM,60,30,6.082,5.554,6.507,6.228,-5.526,2.24,-1.198,5.9602,-0.1218,-2.002630714,Azimuth 60°,Elevation 30°,6,Azimuth 60°-Elevation 30°
1,22,1,23.6,22.5,346.1,500000,30,-3.9,1.5,-0.85,4.26,1.4726,1.4603,FM-3ms,FM,60,30,4.58,4.059,5.014,4.746,-4.166,1.626,-0.99,4.2641,-0.3159,-6.897379913,Azimuth 60°,Elevation 30°,4.5,Azimuth 60°-Elevation 30°
1,36,1,23,22.9,345.7,500000,30,-4.48,7.24,0.05,8.51,1.4929,1.4683,FM-3ms,FM,30,0,8.503,8.249,8.792,8.528,-4.449,7.246,-0.055,8.5141,0.0111,0.130542162,Azimuth 30°,Elevation 0°,8.5,Azimuth 30°-Elevation 0°
1,14,1,24.1,21.8,346.4,500000,30,-2.56,0.65,-1.25,2.92,1.4739,1.4655,FM-3ms,FM,60,60,3.053,2.476,3.418,3.335,-2.669,0.868,-1.201,2.9221,-0.1309,-4.287585981,Azimuth 60°,Elevation 60°,3,Azimuth 60°-Elevation 60°
1,8,1,23.1,23.3,345.8,500000,30,-0.06,1.5,-2.9,3.27,1.4637,1.4543,FM-3ms,FM,0,60,3.194,2.967,2.992,3.743,-0.072,1.392,-2.874,3.2655,0.0715,2.238572323,Azimuth 0°,Elevation 60°,3,Azimuth 0°-Elevation 60°
1,53,1,22.5,21.9,345.4,500000,30,-0.01,9.02,-5.53,10.58,1.5105,1.4799,FM-3ms,FM,0,30,10.1,9.969,9.971,10.441,-0.019,8.447,-5.537,10.5802,0.4802,4.754455446,Azimuth 0°,Elevation 30°,10,Azimuth 0°-Elevation 30°
1,20,1,23.6,22.5,346.1,500000,30,-2.69,1.78,-3.43,4.71,1.4823,1.4687,FM-3ms,FM,30,60,4.663,4.163,4.765,5.118,-2.584,1.857,-3.409,4.7084,0.0454,0.973622132,Azimuth 30°,Elevation 60°,4.5,Azimuth 30°-Elevation 60°
1,60,1,22.4,21.7,345.4,500000,30,-8.78,3.51,-2.11,9.69,1.4998,1.4717,FM-3ms,FM,60,30,10.106,9.576,10.521,10.256,-9.131,3.704,-2.245,9.6882,-0.4178,-4.134177716,Azimuth 60°,Elevation 30°,10,Azimuth 60°-Elevation 30°
1,40,1,22.5,22.7,345.4,500000,30,-7.93,3.23,-1.81,8.75,1.4926,1.4673,FM-3ms,FM,60,30,8.584,8.06,9.002,8.733,-7.727,3.249,-1.85,8.7518,0.1678,1.954799627,Azimuth 60°,Elevation 30°,8.5,Azimuth 60°-Elevation 30°
2,41,1,22.5,22.7,345.4,500000,30,-7.97,1.86,-3.29,8.82,1.608,1.5826,FM-3ms,FM,60,60,8.631,8.052,9.001,8.876,-7.78,1.799,-3.274,8.8207,0.1897,2.197891322,Azimuth 60°,Elevation 60°,8.5,Azimuth 60°-Elevation 60°
2,28,1,23,23,345.7,500000,30,-3.37,4.32,-2.78,6.14,1.6023,1.5845,FM-3ms,FM,30,30,6.084,5.682,6.26,6.382,-3.318,4.265,-2.796,6.1439,0.0599,0.984549638,Azimuth 30°,Elevation 30°,6,Azimuth 30°-Elevation 30°
2,36,1,23,22.9,345.7,500000,30,-4.43,7.15,0.05,8.41,1.5959,1.5716,FM-3ms,FM,30,0,8.503,8.249,8.792,8.528,-4.449,7.246,-0.055,8.4113,-0.0917,-1.078442903,Azimuth 30°,Elevation 0°,8.5,Azimuth 30°-Elevation 0°
2,13,1,24.1,21.8,346.4,500000,30,-2.53,1.14,-0.7,2.86,1.5875,1.5792,FM-3ms,FM,60,30,3,2.482,3.419,3.207,-2.658,1.157,-0.771,2.8619,-0.1381,-4.603333333,Azimuth 60°,Elevation 30°,3,Azimuth 60°-Elevation 30°
2,12,1,22.4,23.9,345.4,500000,30,-2.54,1.27,0.04,2.84,1.5551,1.5469,FM-3ms,FM,60,0,3.04,2.614,3.532,3.094,-2.713,1.372,0.024,2.8401,-0.1999,-6.575657895,Azimuth 60°,Elevation 0°,3,Azimuth 60°-Elevation 0°
2,11,1,22.4,23.9,345.4,500000,30,-1.62,1.26,-2.35,3.12,1.5736,1.5646,FM-3ms,FM,30,60,3.168,2.695,3.271,3.643,-1.652,1.251,-2.396,3.12,-0.048,-1.515151515,Azimuth 30°,Elevation 60°,3,Azimuth 30°-Elevation 60°
2,8,1,23.1,23.3,345.8,500000,30,-0.06,1.5,-2.9,3.27,1.5667,1.5573,FM-3ms,FM,0,60,3.194,2.967,2.992,3.743,-0.072,1.392,-2.874,3.2655,0.0715,2.238572323,Azimuth 0°,Elevation 60°,3,Azimuth 0°-Elevation 60°
2,38,1,22.7,22.7,345.5,500000,30,-4.92,3.73,-6.86,9.23,1.6046,1.5779,FM-3ms,FM,30,60,8.671,8.18,8.743,9.122,-4.581,3.662,-6.387,9.2292,0.5582,6.437550456,Azimuth 30°,Elevation 60°,8.5,Azimuth 30°-Elevation 60°
2,32,1,23,23.4,345.7,500000,30,-5.69,1.11,-2.31,6.24,1.6142,1.5962,FM-3ms,FM,60,60,6.128,5.545,6.508,6.371,-5.58,1.198,-2.231,6.2405,0.1125,1.835835509,Azimuth 60°,Elevation 60°,6,Azimuth 60°-Elevation 60°
2,54,1,22.5,21.9,345.4,500000,30,-0.07,5.15,-9.94,11.2,1.6042,1.5718,FM-3ms,FM,0,60,10.217,9.963,9.966,10.752,-0.029,4.744,-9.049,11.1951,0.9781,9.573260253,Azimuth 0°,Elevation 60°,10,Azimuth 0°-Elevation 60°
2,33,1,23,23.4,345.7,500000,30,-0.13,8.29,-0.25,8.3,1.5897,1.5657,FM-3ms,FM,0,0,8.503,8.514,8.525,8.564,-0.09,8.484,-0.568,8.2948,-0.2082,-2.448547571,Azimuth 0°,Elevation 0°,8.5,Azimuth 0°-Elevation 0°
2,35,1,23,22.9,345.7,500000,30,-0.38,4.34,-8.71,9.74,1.597,1.5688,FM-3ms,FM,0,60,8.702,8.43,8.471,9.243,-0.333,3.863,-7.79,9.7388,1.0368,11.91450241,Azimuth 0°,Elevation 60°,8.5,Azimuth 0°-Elevation 60°
2,31,1,23,23.4,345.7,500000,30,-5.36,2.05,-1.23,5.87,1.5843,1.5673,FM-3ms,FM,60,30,6.082,5.554,6.507,6.228,-5.526,2.24,-1.198,5.869,-0.213,-3.502137455,Azimuth 60°,Elevation 30°,6,Azimuth 60°-Elevation 30°
2,15,1,24.7,21.1,346.7,500000,30,-0.13,4.36,-0.1,4.36,1.6029,1.5903,FM-3ms,FM,0,0,4.507,4.522,4.555,4.56,-0.144,4.504,-0.1,4.3631,-0.1439,-3.192811183,Azimuth 0°,Elevation 0°,4.5,Azimuth 0°-Elevation 0°
2,40,1,22.5,22.7,345.4,500000,30,-7.93,3.23,-1.81,8.75,1.5956,1.5702,FM-3ms,FM,60,30,8.584,8.06,9.002,8.733,-7.727,3.249,-1.85,8.7518,0.1678,1.954799627,Azimuth 60°,Elevation 30°,8.5,Azimuth 60°-Elevation 30°
2,7,1,23.1,23.3,345.8,500000,30,-0.03,2.56,-1.54,2.99,1.5973,1.5887,FM-3ms,FM,0,30,3.088,2.98,2.999,3.43,-0.055,2.666,-1.558,2.9877,-0.1003,-3.248056995,Azimuth 0°,Elevation 30°,3,Azimuth 0°-Elevation 30°
2,57,1,22.4,21.7,345.4,500000,30,-6.03,4.42,-8.39,11.24,1.6051,1.5727,FM-3ms,FM,30,60,10.185,9.692,10.259,10.645,-5.439,3.886,-7.685,11.2379,1.0529,10.3377516,Azimuth 30°,Elevation 60°,10,Azimuth 30°-Elevation 60°
2,39,1,22.7,22.7,345.5,500000,30,-7.75,3.66,0.09,8.57,1.6082,1.5834,FM-3ms,FM,60,0,8.547,8.091,9.026,8.569,-7.694,3.721,-0.014,8.5712,0.0242,0.283140283,Azimuth 60°,Elevation 0°,8.5,Azimuth 60°-Elevation 0°
2,61,1,22.4,21.7,345.4,500000,30,-9.43,2.06,-3.97,10.44,1.5967,1.5665,FM-3ms,FM,60,60,10.151,9.569,10.519,10.397,-9.175,1.887,-3.912,10.4369,0.2859,2.816471284,Azimuth 60°,Elevation 60°,10,Azimuth 60°-Elevation 60°
2,42,1,22.5,22.7,345.4,500000,30,-7.98,1.86,-3.28,8.83,1.5851,1.5596,FM-3ms,FM,60,60,8.631,8.052,9.001,8.876,-7.78,1.799,-3.274,8.826,0.195,2.25929788,Azimuth 60°,Elevation 60°,8.5,Azimuth 60°-Elevation 60°
2,29,1,23,23,345.7,500000,30,-3.47,2.41,-4.71,6.33,1.5754,1.5571,FM-3ms,FM,30,60,6.168,5.67,6.255,6.629,-3.354,2.342,-4.616,6.3272,0.1592,2.581063554,Azimuth 30°,Elevation 60°,6,Azimuth 30°-Elevation 60°
2,18,1,23.6,22.5,346.1,500000,30,-2.51,3.62,-0.04,4.41,1.5802,1.5674,FM-3ms,FM,30,0,4.513,4.247,4.836,4.559,-2.572,3.708,-0.048,4.4052,-0.1078,-2.388654997,Azimuth 30°,Elevation 0°,4.5,Azimuth 30°-Elevation 0°
2,23,1,22.8,23.2,345.6,500000,30,-4.18,0.84,-1.72,4.6,1.5469,1.5336,FM-3ms,FM,60,60,4.628,4.044,5.011,4.88,-4.21,0.904,-1.697,4.5974,-0.0306,-0.66119274,Azimuth 60°,Elevation 60°,4.5,Azimuth 60°-Elevation 60°
2,30,1,23,23.4,345.7,500000,30,-5.21,2.31,0.04,5.7,1.5957,1.5793,FM-3ms,FM,60,0,6.042,5.586,6.53,6.074,-5.499,2.504,-0.023,5.6993,-0.3427,-5.671962926,Azimuth 60°,Elevation 0°,6,Azimuth 60°-Elevation 0°
2,55,1,22.5,21.9,345.4,500000,30,-5.22,8.41,-0.1,9.9,1.6036,1.5751,FM-3ms,FM,30,0,10.022,9.759,10.307,10.05,-5.287,8.513,-0.168,9.8988,-0.1232,-1.22929555,Azimuth 30°,Elevation 0°,10,Azimuth 30°-Elevation 0°
2,25,1,23,23,345.7,500000,30,-0.17,5.26,-3.26,6.19,1.6053,1.5874,FM-3ms,FM,0,30,6.089,5.949,5.973,6.432,-0.138,5.129,-3.279,6.1906,0.1016,1.66858269,Azimuth 0°,Elevation 30°,6,Azimuth 0°-Elevation 30°
2,53,1,22.5,21.9,345.4,500000,30,-0.01,9.02,-5.53,10.58,1.6135,1.5828,FM-3ms,FM,0,30,10.1,9.969,9.971,10.441,-0.019,8.447,-5.537,10.5802,0.4802,4.754455446,Azimuth 0°,Elevation 30°,10,Azimuth 0°-Elevation 30°
2,26,1,23,23,345.7,500000,30,-0.23,3.07,-5.76,6.53,1.5836,1.5647,FM-3ms,FM,0,60,6.194,5.933,5.969,6.731,-0.206,2.872,-5.484,6.5311,0.3371,5.442363578,Azimuth 0°,Elevation 60°,6,Azimuth 0°-Elevation 60°
2,6,1,23,23.5,345.7,500000,30,0.03,2.86,-0.06,2.86,1.5591,1.5509,FM-3ms,FM,0,0,2.997,3.049,3.052,3.069,-0.009,2.996,-0.064,2.8608,-0.1362,-4.544544545,Azimuth 0°,Elevation 0°,3,Azimuth 0°-Elevation 0°
2,16,1,24.7,21.1,346.7,500000,30,-0.2,3.95,-2.37,4.61,1.5835,1.5702,FM-3ms,FM,0,30,4.596,4.458,4.501,4.932,-0.185,3.935,-2.368,4.6108,0.0148,0.322019147,Azimuth 0°,Elevation 30°,4.5,Azimuth 0°-Elevation 30°
2,59,1,22.4,21.7,345.4,500000,30,-8.72,4.14,0.02,9.65,1.6132,1.5853,FM-3ms,FM,60,0,10.065,9.593,10.542,10.089,-9.187,4.111,-0.103,9.6529,-0.4121,-4.094386488,Azimuth 60°,Elevation 0°,10,Azimuth 60°-Elevation 0°
2,14,1,24.1,21.8,346.4,500000,30,-2.6,0.65,-1.28,2.97,1.5769,1.5683,FM-3ms,FM,60,60,3.053,2.476,3.418,3.335,-2.669,0.868,-1.201,2.97,-0.083,-2.718637406,Azimuth 60°,Elevation 60°,3,Azimuth 60°-Elevation 60°
2,56,1,22.4,21.7,345.4,500000,30,-5.48,7.42,-4.43,10.23,1.6075,1.5777,FM-3ms,FM,30,30,10.099,9.703,10.26,10.377,-5.346,7.326,-4.444,10.2329,0.1339,1.325873849,Azimuth 30°,Elevation 30°,10,Azimuth 30°-Elevation 30°
2,21,1,23.6,22.5,346.1,500000,30,-3.97,1.71,0.12,4.32,1.5954,1.5829,FM-3ms,FM,60,0,4.542,4.096,5.037,4.56,-4.132,1.879,0.163,4.3243,-0.2177,-4.793042712,Azimuth 60°,Elevation 0°,4.5,Azimuth 60°-Elevation 0°
2,34,1,23,22.9,345.7,500000,30,-0.26,8,-4.91,9.39,1.6008,1.5737,FM-3ms,FM,0,30,8.593,8.443,8.47,8.919,-0.22,7.343,-4.457,9.3902,0.7972,9.277318748,Azimuth 0°,Elevation 30°,8.5,Azimuth 0°-Elevation 30°
2,19,1,23.6,22.5,346.1,500000,30,-2.67,3.19,-2.04,4.63,1.5559,1.5426,FM-3ms,FM,30,30,4.59,4.185,4.793,4.886,-2.624,3.167,-2.037,4.6332,0.0432,0.941176471,Azimuth 30°,Elevation 30°,4.5,Azimuth 30°-Elevation 30°
2,10,1,23.1,23.3,345.8,500000,30,-1.57,2.15,-1.33,2.98,1.5927,1.584,FM-3ms,FM,30,30,3.08,2.713,3.274,3.396,-1.615,2.214,-1.405,2.976,-0.104,-3.376623377,Azimuth 30°,Elevation 30°,3,Azimuth 30°-Elevation 30°
2,20,1,23.6,22.5,346.1,500000,30,-2.69,1.78,-3.43,4.71,1.5853,1.5717,FM-3ms,FM,30,60,4.663,4.163,4.765,5.118,-2.584,1.857,-3.409,4.7084,0.0454,0.973622132,Azimuth 30°,Elevation 60°,4.5,Azimuth 30°-Elevation 60°
2,52,1,22.5,21.9,345.4,500000,30,0.12,10.15,-0.19,10.15,1.6143,1.585,FM-3ms,FM,0,0,10.021,10.039,10.021,10.049,0.174,10.018,-0.168,10.1525,0.1315,1.312244287,Azimuth 0°,Elevation 0°,10,Azimuth 0°-Elevation 0°
2,17,1,24.7,21.1,346.7,500000,30,-0.25,2.35,-4.38,4.98,1.5967,1.5823,FM-3ms,FM,0,60,4.701,4.437,4.497,5.232,-0.258,2.294,-4.095,4.9769,0.2759,5.86896405,Azimuth 0°,Elevation 60°,4.5,Azimuth 0°-Elevation 60°
2,60,1,22.4,21.7,345.4,500000,30,-8.79,3.55,-2.11,9.71,1.6029,1.5748,FM-3ms,FM,60,30,10.106,9.576,10.521,10.256,-9.131,3.704,-2.245,9.7118,-0.3942,-3.900653077,Azimuth 60°,Elevation 30°,10,Azimuth 60°-Elevation 30°
2,22,1,23.6,22.5,346.1,500000,30,-3.9,1.5,-0.85,4.26,1.5756,1.5632,FM-3ms,FM,60,30,4.58,4.059,5.014,4.746,-4.166,1.626,-0.99,4.2641,-0.3159,-6.897379913,Azimuth 60°,Elevation 30°,4.5,Azimuth 60°-Elevation 30°
2,27,1,23,23,345.7,500000,30,-3.23,4.98,-0.02,5.94,1.5755,1.5584,FM-3ms,FM,30,0,5.999,5.746,6.341,6.043,-3.458,4.9,-0.142,5.9358,-0.0632,-1.053508918,Azimuth 30°,Elevation 0°,6,Azimuth 30°-Elevation 0°
2,24,1,22.8,23.2,345.6,500000,30,-0.07,5.99,-0.17,5.99,1.5777,1.5603,FM-3ms,FM,0,0,5.999,6.026,6.018,6.048,0.046,5.996,-0.192,5.9928,-0.0062,-0.103350558,Azimuth 0°,Elevation 0°,6,Azimuth 0°-Elevation 0°
2,9,1,23.1,23.3,345.8,500000,30,-1.51,2.4,-0.03,2.84,1.599,1.5908,FM-3ms,FM,30,0,3.003,2.78,3.323,3.061,-1.593,2.545,0.007,2.8357,-0.1673,-5.571095571,Azimuth 30°,Elevation 0°,3,Azimuth 30°-Elevation 0°
2,37,1,22.7,22.7,345.5,500000,30,-4.61,6.24,-3.86,8.66,1.5788,1.5537,FM-3ms,FM,30,30,8.586,8.187,8.745,8.873,-4.542,6.17,-3.876,8.6654,0.0794,0.924761239,Azimuth 30°,Elevation 30°,8.5,Azimuth 30°-Elevation 30°
3,22,1,23.6,22.5,346.1,500000,30,-3.94,1.52,-0.86,4.31,1.6786,1.6662,FM-3ms,FM,60,30,4.58,4.059,5.014,4.746,-4.166,1.626,-0.99,4.3097,-0.2703,-5.901746725,Azimuth 60°,Elevation 30°,4.5,Azimuth 60°-Elevation 30°
3,35,1,23,22.9,345.7,500000,30,-0.38,4.43,-8.89,9.94,1.7,1.6713,FM-3ms,FM,0,60,8.702,8.43,8.471,9.243,-0.333,3.863,-7.79,9.9399,1.2379,14.22546541,Azimuth 0°,Elevation 60°,8.5,Azimuth 0°-Elevation 60°
